id,birth_ym,gender,retirement_age,address,zipcode,per_capita_income_in_usd,yearly_income_in_usd,total_debt_id_usd,credit_score,num_credit_cards
1379,1943-06-01,Male,72,93374 11th Street,48036,19780,34408,9107,701,4
82,1997-09-01,Female,68,6054 Main Avenue,60608,0,2026,1417,779,1
1053,1960-05-01,Male,66,756 El Camino Avenue,32765,27255,55571,93460,636,3
1893,1993-12-01,Male,59,6222 Sixth Lane,03281,26084,53182,99550,623,1
955,1987-02-01,Male,67,6785 Valley Stream Boulevard,26070,16648,33944,53353,798,4
856,1965-07-01,Male,59,275 Tenth Street,20817,56069,114318,328089,748,3
1361,1952-12-01,Male,66,9385 Lincoln Drive,48206,14848,28714,12978,638,2
261,1979-02-01,Male,66,7061 Littlewood Street,89002,28985,59093,117325,737,5
64,1980-03-01,Female,68,95 12th Avenue,90601,25242,51465,0,702,2
1864,1999-08-01,Male,69,1177 Elm Avenue,12182,24904,50776,19785,701,1
1768,1991-09-01,Female,65,3615 Lafayette Boulevard,18951,25205,51391,84768,573,1
1151,1966-12-01,Male,65,353 South Boulevard,08540,0,920,1914,788,3
356,1969-10-01,Female,73,24 River Avenue,34994,20315,41420,0,691,5
1393,1967-04-01,Female,67,6467 Birch Street,68632,16901,34460,43936,692,2
865,1979-02-01,Male,65,9684 Grant Drive,22980,18531,37786,107692,693,5
1914,1998-04-01,Female,70,5259 Lake Drive,23453,20678,42161,59210,672,1
1641,1989-03-01,Male,69,3636 El Camino Avenue,41011,25503,51998,73575,640,1
707,1997-12-01,Female,67,5941 South Lane,29630,18271,37253,63522,576,1
3,1970-12-01,Male,65,840 Elm Avenue,76301,13705,27943,18693,681,4
754,1943-03-01,Female,69,15 Elm Lane,29577,19025,32817,27209,705,6
148,1957-08-01,Male,66,7378 Park Lane,03222,18972,38681,113190,663,5
127,1971-07-01,Male,68,671 Little Creek Street,36049,15474,31553,63938,729,3
1675,1983-08-01,Male,70,97 Little Creek Boulevard,98373,24519,49993,52978,767,3
747,1956-04-01,Male,64,716 Lafayette Street,45766,14137,28828,49793,687,4
1942,1942-03-01,Female,63,2073 South Avenue,10038,0,1,0,673,3
452,1988-03-01,Male,74,557 Catherine Drive,77019,31072,63356,140107,704,5
1157,1986-12-01,Female,58,1884 Lake Avenue,75006,28213,57526,82715,812,1
1534,1983-07-01,Male,65,1531 North Lane,08034,39626,80794,3867,803,2
1086,1962-12-01,Female,64,442 Burns Boulevard,02048,37407,76274,102611,698,2
1984,1990-05-01,Female,60,8265 Mountain View Drive,54923,19059,38861,62080,528,1
835,1987-04-01,Male,65,549 Rose Drive,70301,22223,45312,11788,681,4
758,1956-12-01,Male,68,39126 El Camino Boulevard,91801,21178,43180,36832,764,5
1795,1994-10-01,Female,66,79 Hill Avenue,55304,29580,60310,91017,647,6
1221,1955-11-01,Female,69,6606 Jefferson Avenue,92553,15079,30747,51667,850,4
1821,1998-09-01,Male,68,740 Burns Lane,81003,21394,43617,16661,803,3
1248,1968-07-01,Female,71,32299 Federal Street,53545,21278,43386,2192,698,3
1900,1958-02-01,Female,62,690 Oak Street,53208,19483,36465,12789,688,1
597,1948-01-01,Male,66,5138 North Drive,94131,51692,65055,1676,736,6
1620,1998-06-01,Male,68,2537 Forest Boulevard,75119,18112,36924,71952,701,3
1213,1985-11-01,Male,69,860 George Avenue,94515,21373,43579,96994,795,3
619,1965-12-01,Male,65,498 Littlewood Avenue,55902,26478,53986,58381,748,4
394,1967-04-01,Male,71,514 Pine Boulevard,06905,34138,69604,47193,684,4
1376,1971-01-01,Female,68,97536 Summit Street,78613,30418,62019,85666,543,4
834,2000-11-01,Male,68,723 Summit Drive,90301,15965,32550,82878,746,6
837,1989-04-01,Male,65,445 Fifth Avenue,26385,17701,36092,63276,679,1
1257,1964-07-01,Male,67,287 Pine Lane,98043,23668,48259,146774,721,3
1966,1977-11-01,Male,68,3835 Norfolk Street,72450,15447,31499,45661,782,4
358,1983-07-01,Female,71,65 Fifth Lane,29620,15243,31079,91845,605,2
912,1973-08-01,Male,66,1833 George Drive,33130,23244,47395,41381,755,2
605,1977-10-01,Male,73,663 Summit Boulevard,11203,23316,47542,2667,725,3
1362,1962-01-01,Male,67,3385 Hill Lane,22015,35563,72510,44317,727,4
1513,1972-02-01,Male,66,8849 West Drive,06484,32240,65736,206000,733,3
1521,1948-03-01,Female,71,557 Burns Boulevard,76086,19120,19581,21424,706,3
564,1962-06-01,Male,64,2288 Pine Lane,04210,20800,42411,111077,765,2
1309,1932-04-01,Female,64,115 Bayview Lane,98122,37485,55902,3385,531,1
1583,1981-10-01,Male,68,182 Valley Street,17602,25917,52844,0,826,3
1885,1973-09-01,Male,65,189 Forest Street,30680,18171,37056,75730,753,4
1566,1976-01-01,Male,64,48 Fourth Avenue,95621,19726,40220,106171,718,3
401,1938-09-01,Male,71,84497 Valley Stream Drive,91606,15239,28644,879,806,7
15,1968-02-01,Female,66,401 Bayview Lane,90018,14553,29673,12950,788,3
1666,1958-12-01,Male,62,649 Spruce Boulevard,31326,23029,46954,69753,578,4
509,1986-07-01,Male,66,239 Sussex Drive,25701,21842,44534,107410,702,4
954,1968-06-01,Male,65,691 Ocean View Street,92505,18619,37963,102716,772,4
832,1979-05-01,Female,67,8799 Elm Avenue,75071,24684,50329,76759,625,4
1046,1975-06-01,Male,66,9414 Summit Boulevard,19107,18007,36715,74022,547,4
630,1959-07-01,Male,66,1583 Grant Avenue,32202,19382,39521,61861,491,3
1561,1941-05-01,Female,67,245 Martin Luther King Drive,29715,26707,51014,23366,759,4
221,1956-12-01,Female,65,560 Eighth Boulevard,94578,21669,44183,89852,850,4
1991,1998-10-01,Male,65,979 Fifth Avenue,43201,11243,22922,9004,694,1
1328,1992-01-01,Female,68,441 Rose Lane,43065,41682,84987,162718,600,2
1901,1956-03-01,Female,69,292 First Avenue,48878,16542,33728,107287,730,3
442,1972-08-01,Male,66,801 12th Drive,63012,23836,48600,23992,791,5
1626,1961-07-01,Male,63,9212 Plum Avenue,38018,29571,60292,114223,531,1
1539,1977-03-01,Female,61,215 Main Drive,48371,28463,58034,129546,676,2
601,1951-07-01,Male,67,5828 Wessex Drive,32806,15849,43004,15304,761,6
541,1968-07-01,Female,70,2699 Littlewood Avenue,74447,14293,29144,35268,645,1
210,1973-08-01,Male,63,7677 Little Creek Drive,78212,12677,25850,56285,630,1
206,1992-02-01,Female,59,4633 Sixth Avenue,49519,18431,37583,51633,782,2
926,1999-11-01,Female,60,88 George Street,44240,20305,41403,206131,776,1
115,1958-07-01,Male,69,386 11th Lane,10543,49546,101018,78115,748,6
1779,1989-04-01,Male,69,989 Hill Lane,30824,15755,32125,58712,733,2
248,1939-12-01,Female,67,80471 Eighth Street,33606,13254,13596,352,684,4
1003,1968-11-01,Male,62,2003 Ninth Avenue,08608,39495,80526,117380,632,1
294,1983-08-01,Male,59,99 Mill Lane,30052,21556,43953,76915,607,1
292,1996-09-01,Female,65,871 Second Street,92020,20947,42711,48493,717,1
755,1945-11-01,Female,67,951 11th Avenue,29582,13409,23137,4871,642,5
1432,1977-08-01,Male,72,78 Lexington Street,07849,34205,69747,80763,741,4
456,1965-10-01,Male,63,600 Grant Lane,33991,17140,34947,49024,751,3
623,1956-04-01,Male,60,3283 Park Lane,60448,32083,77961,39811,616,3
1426,1997-04-01,Female,66,37 Norfolk Boulevard,07739,56252,114692,91575,805,2
47,1972-09-01,Male,62,523 Federal Drive,10460,12475,25434,45540,712,4
760,1964-02-01,Female,64,532 Sixth Drive,43201,18420,37558,72514,778,3
956,1989-12-01,Female,66,714 North Drive,43201,23104,47110,57159,804,2
194,1968-02-01,Male,68,531 Pine Avenue,47338,15048,30681,81680,746,4
693,1999-08-01,Female,66,5342 Valley Stream Avenue,75056,31905,65051,220951,703,2
1246,1970-05-01,Female,67,7499 Lake Boulevard,36612,15207,31008,60527,713,4
641,1957-11-01,Male,68,878 Forest Street,43201,18420,37556,0,735,6
1060,1944-02-01,Male,68,359 Valley Street,46202,17909,21547,16040,785,5
1292,1999-04-01,Male,68,176 River Boulevard,72370,14249,29051,5819,774,2
1113,2000-05-01,Female,69,700 Madison Lane,60505,14200,28953,3619,738,2
245,1980-07-01,Female,65,3 Main Street,33326,28826,58774,94053,528,2
1822,1933-01-01,Female,65,7736 Eighth Boulevard,34285,14395,22894,1501,767,5
1209,1974-06-01,Female,67,95 12th Drive,10701,31299,63815,4832,699,6
997,1963-02-01,Female,67,339 Little Creek Lane,91913,26957,54963,105623,675,4
1180,1991-09-01,Male,69,18 Lake Avenue,10038,17624,35940,54354,595,3
318,1957-05-01,Male,67,75540 Valley Street,93543,18103,36911,93367,724,4
691,1985-12-01,Female,64,232 Jefferson Boulevard,47546,21991,44838,109951,561,1
1993,1960-03-01,Female,72,963 11th Drive,94087,45509,92785,122254,786,6
252,1953-01-01,Male,70,127 Grant Street,44822,17161,34985,29409,723,6
1757,1980-11-01,Male,68,2773 El Camino Lane,47305,20644,42086,79530,784,4
1324,1974-11-01,Female,61,535 Hill Boulevard,34236,19065,38872,94970,663,4
1557,1970-02-01,Female,66,2516 Essex Drive,97008,23687,48295,109558,707,3
1555,1991-06-01,Female,64,5367 Pine Avenue,35901,19474,39708,113715,717,3
941,1963-06-01,Female,72,3248 Hill Drive,12804,22273,45416,82611,713,1
156,1983-07-01,Female,67,2062 Fourth Street,92335,13739,28007,0,691,4
24,1971-11-01,Female,64,55378 Burns Avenue,61107,18906,38554,47186,708,1
302,1992-08-01,Female,67,9354 Lafayette Street,22827,18335,37384,120327,706,2
949,1990-11-01,Female,71,6595 Ocean Drive,08902,31234,63684,96864,709,5
1281,1927-12-01,Female,61,34 Bayview Drive,92376,14632,26546,2480,689,6
1428,1984-11-01,Female,62,800 Ninth Boulevard,65536,13963,28472,42750,508,1
433,1970-04-01,Male,65,6829 Main Boulevard,62557,15676,31957,12347,771,6
584,1958-08-01,Male,68,8823 South Drive,95660,14318,29195,64881,743,3
222,1971-07-01,Female,70,9243 Oak Street,30317,45818,93417,115916,714,3
648,1980-02-01,Female,61,466 Pine Drive,88061,14642,29854,66044,674,3
1939,1976-11-01,Female,69,480 First Lane,90044,12362,25207,34107,685,1
722,1995-01-01,Male,66,3357 Hill Lane,18224,16168,32966,73741,707,1
1889,1953-07-01,Male,67,23 El Camino Street,33765,23528,47972,0,748,5
1229,1970-02-01,Male,66,421 Essex Street,28374,24206,49350,20942,713,6
505,1980-12-01,Female,63,31 Lincoln Avenue,33144,14901,30383,58466,609,2
1083,1975-03-01,Female,65,45682 Washington Lane,41102,18916,38568,66300,756,4
1656,1984-05-01,Female,69,350 Third Avenue,56308,20179,41141,81016,706,3
568,1996-02-01,Male,66,5573 Sixth Lane,50501,18895,38526,60556,778,1
1373,1984-12-01,Female,66,834 Tenth Lane,46803,16764,34181,50668,764,2
667,1936-03-01,Male,63,588 Lincoln Street,27707,30325,41763,2279,714,5
480,1969-11-01,Male,68,749 Oak Street,94598,42234,86113,177353,713,6
569,1968-02-01,Male,73,29 Martin Luther King Lane,72120,22377,45625,81136,662,1
1600,1957-09-01,Female,66,314 Fourth Street,98033,49629,101193,124771,747,3
1063,1956-02-01,Male,66,690 Jefferson Lane,61068,18590,37898,36994,716,5
32,1937-09-01,Female,67,7336 First Avenue,15601,23074,52315,3174,695,4
1040,1991-10-01,Female,67,207 Washington Lane,08055,39269,80060,0,689,2
396,1930-10-01,Female,72,711 South Boulevard,60025,38274,50341,3270,735,5
1498,1972-07-01,Female,66,69590 Rose Drive,08094,24911,50790,3547,726,4
104,1986-11-01,Female,65,2043 Mill Street,75052,18334,37384,49182,713,3
1062,1961-06-01,Male,65,55 Fourth Drive,18431,17302,35274,35234,708,3
1845,1989-07-01,Male,68,498 Mountain View Avenue,61568,23199,47300,93788,784,1
1657,1984-09-01,Male,68,600 River Lane,90221,12849,26201,42551,655,1
1106,1958-02-01,Female,62,1563 Summit Boulevard,91205,16842,20783,23623,699,3
1867,1986-10-01,Male,69,514 Sixth Boulevard,78212,21563,43968,71218,644,1
1045,1992-07-01,Male,66,5222 Valley Stream Avenue,30814,16568,33778,10058,757,1
1786,1971-03-01,Female,63,7554 Sixth Street,44641,18936,38611,93255,755,5
1569,1951-03-01,Female,65,7276 Valley Drive,57104,20153,39082,16870,722,4
899,1990-06-01,Female,65,5544 Grant Avenue,48197,23487,47891,114299,629,1
1595,1972-05-01,Female,65,4191 Maple Avenue,10460,25537,52063,87549,753,2
446,1997-01-01,Male,68,28 Madison Lane,11411,24200,49342,56137,703,1
1136,1996-12-01,Male,65,1430 Elm Avenue,94536,33727,68767,119831,723,3
330,1984-02-01,Male,71,271 Sixth Drive,19446,31595,64419,183210,711,1
392,1969-11-01,Female,65,687 Fifth Boulevard,32960,16234,33098,59605,775,3
1144,1962-12-01,Female,66,545 Eighth Avenue,77019,14959,30495,70825,773,4
1163,1975-01-01,Male,61,2270 Sixth Lane,77338,32943,67170,114251,489,3
230,1980-10-01,Female,65,675 Fifth Avenue,70806,17412,35501,78801,693,4
1066,1973-06-01,Female,65,9846 Second Lane,18915,26545,54124,0,727,2
460,1954-12-01,Male,65,696 George Lane,10530,44664,40957,64144,608,4
1926,1950-01-01,Female,67,867 Valley Stream Boulevard,32773,17736,26574,5244,689,3
27,1941-08-01,Female,63,3553 Mountain View Drive,39042,22304,23821,22427,613,8
365,1964-09-01,Female,70,1392 Plum Avenue,11203,18719,38165,45891,719,1
50,1951-07-01,Female,72,267 Birch Boulevard,49802,19243,39238,85457,702,4
653,2001-02-01,Female,65,939 Lake Drive,02747,25308,51601,79143,745,1
743,1975-04-01,Female,66,5810 Sixth Drive,27851,15938,32491,24515,682,3
940,1970-06-01,Female,61,620 12th Avenue,33130,20499,41800,67836,699,6
534,1993-02-01,Female,74,31919 Summit Boulevard,50023,29680,60510,23196,790,3
1460,1995-07-01,Female,65,7454 12th Lane,53158,30288,61760,163824,590,2
59,1934-08-01,Female,69,726 Oak Avenue,88061,16654,25066,424,695,7
1908,1942-02-01,Female,66,3601 Catherine Boulevard,37921,24801,44469,12777,733,5
1436,1998-08-01,Female,55,729 Wessex Avenue,46319,21992,44842,54189,500,4
1230,2002-01-01,Male,50,66 Birch Lane,29909,14305,29169,37230,754,1
324,1998-07-01,Female,68,5995 Valley Stream Avenue,97210,42850,87372,40547,792,3
992,1973-04-01,Male,70,574 Norfolk Street,23832,26918,54881,3584,700,4
198,1970-03-01,Female,73,732 Lincoln Drive,33606,15447,31497,30805,702,3
1017,1995-07-01,Male,69,7043 Ocean Avenue,93042,14076,28703,94364,560,1
1989,1988-12-01,Male,66,3487 Bayview Drive,20772,33295,67886,7137,803,4
1148,1965-04-01,Male,70,377 Lake Lane,19107,18007,36711,47490,687,4
872,1959-01-01,Female,66,96 Lake Lane,60153,15451,31505,59730,655,4
458,1973-11-01,Male,62,298 Federal Avenue,85023,24064,49068,123937,530,2
920,1978-11-01,Female,68,37 Sixth Lane,87107,14078,28704,103891,700,2
1598,1937-06-01,Male,61,996 Valley Drive,93650,12508,26126,1213,697,5
1876,1969-07-01,Male,70,2040 Washington Boulevard,40383,21869,44587,17148,775,6
412,1994-10-01,Male,65,7091 Lexington Lane,72701,22964,46822,0,810,4
190,1979-04-01,Male,67,5468 Little Creek Drive,60076,21801,44452,12409,711,5
163,1983-02-01,Male,73,169 Oak Street,16346,16237,33108,44044,829,2
567,1994-06-01,Male,69,9804 Third Street,28655,16445,33534,76166,761,3
503,1973-02-01,Female,61,54 Valley Lane,60608,14497,29564,54279,694,2
469,1952-03-01,Female,67,488 Bayview Boulevard,92870,26675,46945,17835,682,4
1523,1958-10-01,Female,73,7561 Valley Avenue,27403,19453,39661,74740,850,4
35,1999-06-01,Male,64,8460 Oak Lane,04101,23785,48495,97630,773,3
317,1952-03-01,Female,65,816 El Camino Drive,95969,15436,19199,15091,715,3
1195,1944-07-01,Male,68,1222 First Drive,55902,23553,40696,15691,801,6
1238,1988-07-01,Female,72,95410 Pine Boulevard,22206,47408,96661,73401,721,2
432,1964-11-01,Female,64,4329 El Camino Boulevard,28657,13018,26546,32087,686,5
1082,1985-10-01,Female,67,316 Valley Stream Avenue,93643,16643,33934,42945,622,3
120,1969-09-01,Female,71,64 Mill Street,53132,29924,61008,0,781,4
1289,1986-11-01,Male,64,27934 11th Street,33304,20995,42808,117011,758,1
1502,1999-02-01,Male,67,92196 Tenth Drive,20176,44196,90104,85204,787,2
1497,1964-12-01,Female,64,292 Tenth Street,95820,17435,35553,76077,623,1
1047,1994-02-01,Male,67,225 Ocean View Avenue,23220,26269,53554,119852,689,2
0,1986-03-01,Male,69,858 Plum Avenue,04074,29237,59613,36199,763,4
351,1928-09-01,Female,70,984 Little Creek Lane,11354,13810,17150,375,807,6
1386,1960-06-01,Male,62,485 Birch Boulevard,43545,18600,37927,79299,712,1
1122,1986-11-01,Female,66,776 Bayview Avenue,11725,34188,69706,97070,785,2
255,2001-08-01,Female,57,8026 East Drive,77493,21214,43253,56323,718,1
765,2002-02-01,Male,68,188 Ninth Boulevard,63640,17707,36101,46425,778,2
703,1966-11-01,Female,66,864 Jefferson Drive,70529,19798,40363,111112,711,4
1919,1936-11-01,Male,59,7994 Maple Lane,11937,37846,80493,2027,610,5
791,1941-11-01,Female,57,939 Mill Street,91710,22682,39263,24246,645,4
199,1952-04-01,Female,67,7927 Plum Lane,75002,32580,78329,40161,720,3
282,1977-05-01,Male,66,260 Spruce Avenue,78212,12547,25585,59827,702,4
908,1957-08-01,Male,70,3776 Bayview Lane,27529,22685,46256,106753,650,3
880,1991-03-01,Male,65,231 Littlewood Avenue,98264,19301,39354,26700,685,2
770,1984-08-01,Male,66,33 Second Boulevard,75075,29793,60746,88165,706,4
1169,1968-11-01,Female,68,375 Hillside Drive,78665,30358,61901,29627,726,7
522,1994-02-01,Female,65,4726 Third Street,47106,21313,43454,79295,774,2
1736,1977-01-01,Male,67,2479 Valley Avenue,11203,22456,45789,94014,695,4
506,1964-01-01,Male,68,2742 El Camino Boulevard,14085,25916,52841,36288,733,5
131,1996-10-01,Female,75,5883 Sixth Street,29078,18494,37717,60367,688,3
76,1997-08-01,Female,63,3269 River Street,43040,25313,51613,62635,649,2
249,1977-09-01,Female,69,6777 First Drive,92376,14632,29835,46702,618,7
1279,1941-07-01,Male,65,22 East Avenue,48375,34259,62103,33545,509,4
1652,1969-02-01,Female,65,733 Maple Drive,65201,20966,42749,53471,728,4
739,1981-07-01,Female,64,6022 Mill Street,77019,33925,69171,102537,622,1
1475,1921-11-01,Female,60,412 Burns Drive,96706,22778,42306,472,725,5
1251,1990-10-01,Female,67,645 Tenth Boulevard,92021,20673,42150,39663,750,3
1119,1996-11-01,Female,63,994 Second Lane,20746,23340,47589,114020,763,4
592,1952-02-01,Male,65,69 Spruce Avenue,28792,13634,23993,2573,714,5
692,1967-08-01,Female,65,23 Sussex Lane,48002,20942,42701,53696,701,4
1065,1978-08-01,Female,69,6157 Washington Drive,92624,27622,56320,84614,792,3
1764,1960-06-01,Male,68,4728 George Drive,49506,15472,31550,26738,710,3
1830,1963-09-01,Male,75,1184 Essex Lane,28741,15899,32418,84507,758,4
157,1972-10-01,Male,65,6232 Second Avenue,92571,16109,32847,3230,785,3
676,1980-02-01,Male,65,663 Third Drive,75056,31905,65053,83571,775,2
1481,1947-06-01,Male,65,527 Federal Avenue,94526,0,2422,810,632,2
1902,1984-02-01,Female,68,4350 Valley Boulevard,43724,15950,32522,28260,769,2
123,1976-09-01,Female,66,5180 Burns Boulevard,30224,17811,36315,0,824,3
1995,1955-07-01,Female,62,28 First Lane,17201,20943,39206,9219,605,4
1688,1992-07-01,Female,66,8555 Eighth Avenue,24630,16501,33641,40696,743,1
1895,1963-03-01,Female,65,900 Littlewood Street,08005,20034,40848,146608,706,2
1891,1973-02-01,Female,66,96 Jefferson Street,32114,16733,34112,39842,725,4
453,1994-02-01,Female,67,682 Martin Luther King Avenue,75223,63159,128775,232506,655,1
341,1969-10-01,Male,66,517 Eighth Drive,11743,51032,104045,0,734,3
1571,1961-06-01,Female,66,385 Jefferson Avenue,37075,25166,51316,0,759,6
1615,1954-01-01,Female,59,1105 Second Drive,48124,24561,48690,36262,701,6
1647,2002-02-01,Female,65,1358 Plum Avenue,16235,17321,35311,44783,684,5
680,1977-08-01,Female,63,800 Madison Street,32806,13414,27354,42226,799,1
52,1963-04-01,Female,66,13 Rose Boulevard,12564,31288,63796,82173,730,3
1387,1991-05-01,Male,65,104 First Boulevard,27502,32485,66237,146680,785,1
1034,1961-07-01,Female,66,427 Essex Lane,28105,27254,55569,76181,698,6
677,1979-05-01,Male,65,855 Sussex Avenue,55102,32972,67226,128174,729,3
440,1976-11-01,Female,50,689 Valley Stream Lane,01983,52066,106159,144773,703,5
338,1951-08-01,Female,72,222 Lafayette Lane,14059,24651,50258,0,686,3
1120,1975-05-01,Female,69,4868 Lake Lane,92647,26966,54981,121701,737,1
1127,1960-08-01,Male,70,60396 Elm Street,34102,17455,35590,92603,720,4
1662,1978-05-01,Male,67,469 Pine Street,62226,24509,49967,58582,712,4
1848,1988-11-01,Female,66,4947 Sussex Boulevard,19020,24817,50599,83732,791,2
1444,1955-10-01,Male,67,8999 Washington Drive,11572,32805,66885,144703,698,7
45,1959-01-01,Female,67,9473 Mill Street,07012,31281,63781,111808,654,1
1102,1970-07-01,Female,65,836 Bayview Avenue,74114,46461,94733,0,707,5
1636,1970-05-01,Male,66,4882 Mountain View Lane,64108,12064,24598,23019,695,4
502,1974-01-01,Male,66,434 Bayview Avenue,16218,17870,36440,30574,745,2
266,2000-03-01,Female,65,39 Park Lane,90022,13485,27494,26097,724,1
5,1955-02-01,Male,65,1032 Second Lane,14432,19095,20614,14042,711,2
1712,1938-01-01,Female,65,1437 Madison Lane,75223,27814,66999,3140,730,5
1360,1978-04-01,Male,61,4693 Elm Lane,32536,19066,38874,64474,672,3
1013,1995-01-01,Female,69,834 Elm Avenue,80863,23550,48017,95549,711,1
993,1972-08-01,Female,64,5647 Burns Boulevard,70354,21966,44789,94789,638,1
642,1984-05-01,Female,62,96 Ninth Drive,75551,16746,34143,49839,648,4
1871,1936-07-01,Male,65,3241 Park Lane,87107,15385,16611,1797,696,5
1721,1983-03-01,Female,68,620 River Boulevard,99362,18880,38496,64688,642,2
868,1941-11-01,Male,64,5004 Lake Street,73129,16016,31046,11436,706,6
1517,1982-03-01,Male,71,7954 Wessex Boulevard,22180,60593,123540,236393,764,4
364,1954-05-01,Female,65,9052 River Lane,37701,18273,39809,0,775,4
686,1956-01-01,Male,65,25521 First Street,31021,16958,34576,81087,683,1
696,1945-07-01,Female,67,5064 North Lane,11598,45685,110570,5700,766,8
962,1992-01-01,Male,69,564 Catherine Lane,54302,16801,34262,60506,846,2
1407,1979-12-01,Male,71,9466 Essex Street,35020,19851,40473,54899,689,4
1015,1986-04-01,Female,67,9761 East Street,30342,47453,96744,128122,838,5
1456,1971-08-01,Male,70,884 Tenth Drive,39339,15316,31231,40499,681,3
1861,1962-05-01,Female,65,992 Forest Street,75002,32580,66427,103290,779,5
161,1988-11-01,Male,70,237 Hill Lane,76708,11512,23469,22976,731,3
263,1989-11-01,Male,69,8687 Ninth Drive,08701,13006,26519,63979,663,3
1389,1979-08-01,Female,64,6950 Federal Avenue,35953,17067,34799,72749,793,2
1374,1991-07-01,Female,66,7004 Mill Drive,60099,19463,39679,93772,758,2
1855,1952-03-01,Male,66,1 Burns Lane,95121,25115,31287,25844,728,4
867,1993-09-01,Male,71,381 Sussex Avenue,76559,19032,38805,54466,614,2
1552,1957-06-01,Male,67,896 Madison Boulevard,83646,22290,45450,85218,686,3
635,1994-07-01,Female,64,5338 Fifth Boulevard,07086,16770,34201,42895,731,1
319,1952-12-01,Male,67,388 Third Avenue,93737,17683,28357,10400,628,2
740,1989-08-01,Female,62,9104 Second Avenue,77019,15862,32343,39656,683,3
965,2002-01-01,Female,68,2108 Spruce Lane,95864,20670,42142,116857,713,2
1421,1989-07-01,Male,65,7691 Ocean View Avenue,28560,16177,32985,32764,740,2
1538,1937-08-01,Male,62,58 River Avenue,10002,16494,23572,216,590,2
1101,1994-12-01,Female,70,142 Rose Drive,01118,14155,28862,20944,751,2
92,1943-10-01,Female,68,2760 Forest Drive,57104,21089,31145,5132,689,4
125,1956-02-01,Female,70,9505 Martin Luther King Avenue,95351,13015,26535,93592,724,5
449,1962-02-01,Female,70,901 Oak Street,15068,19517,39796,9452,729,5
1810,1953-12-01,Male,66,350 North Street,48242,18879,31175,5846,711,5
1843,1930-11-01,Male,73,89 Wessex Street,60411,16503,38761,69,760,7
1578,1933-11-01,Male,62,3899 Seventh Lane,32202,19382,33291,695,714,2
658,1980-02-01,Female,64,7476 First Lane,32609,25812,52630,68559,725,4
1858,1946-12-01,Male,64,6781 Spruce Boulevard,91331,14317,26481,10392,705,1
1663,1995-07-01,Male,59,276 12th Boulevard,60608,0,2370,4397,581,1
1503,1960-03-01,Male,67,1362 Norfolk Drive,36106,21102,43021,86014,725,4
725,2002-01-01,Male,68,392 Rose Drive,02111,21809,44466,3096,709,2
1671,1969-03-01,Male,57,1559 Tenth Street,33606,21033,42886,60474,604,1
1233,1984-05-01,Male,67,315 Little Creek Lane,62040,18560,37843,40003,697,3
1271,1985-10-01,Male,66,539 Maple Drive,27284,23738,48398,138998,642,3
473,1986-10-01,Female,66,26191 George Drive,48206,13820,28181,37929,682,2
1541,1971-10-01,Female,65,7139 Lake Boulevard,37716,18353,37422,127116,681,5
149,1995-03-01,Female,54,5 Hill Avenue,92127,44747,91237,231619,594,1
560,1960-04-01,Male,65,9099 Little Creek Drive,55404,21535,43913,83944,676,4
1006,1982-04-01,Male,68,7559 Forest Boulevard,46342,21851,44550,117302,761,3
368,1945-02-01,Male,73,2842 Littlewood Avenue,32806,20121,42806,20432,726,6
1696,1956-12-01,Female,65,4461 Hill Street,32952,26339,53702,85160,606,1
416,1933-08-01,Female,65,5220 Lincoln Street,37201,20030,38273,1658,765,6
51,1991-02-01,Female,67,3260 Hillside Lane,37075,25166,51303,106248,688,3
690,1948-03-01,Female,64,149 Burns Boulevard,80120,31024,67186,29682,692,1
1477,1972-07-01,Male,67,30 First Lane,43031,22934,46763,65106,696,3
260,1958-02-01,Male,70,142 Catherine Street,78572,14275,29110,23504,699,3
857,1929-10-01,Male,62,3019 Elm Drive,08361,17685,41831,1100,615,1
1167,1978-01-01,Female,65,606 Spruce Boulevard,19602,24089,49117,42380,769,3
1358,1950-04-01,Female,70,128 Main Street,53562,33808,68930,72619,768,4
1611,1952-01-01,Female,58,44 Ocean Avenue,29566,13907,20334,9544,684,2
734,1976-07-01,Female,61,57799 Oak Boulevard,14210,12220,24917,36101,693,2
1507,1980-12-01,Female,67,1533 Martin Luther King Lane,61080,21749,44344,82822,744,3
504,1982-01-01,Female,68,377 Mountain View Drive,62907,16825,34311,61776,705,2
524,1962-03-01,Male,62,252 Eighth Lane,25177,17282,35239,43270,726,1
525,1964-04-01,Male,66,959 Tenth Street,95245,18223,37147,0,703,3
479,1962-10-01,Male,69,936 12th Street,21122,30004,61173,71422,692,3
1530,1956-02-01,Female,68,25 Elm Street,76248,0,1785,2892,732,3
1963,1921-11-01,Male,69,468 Spruce Street,95625,26137,33869,370,821,7
764,1943-01-01,Female,68,6864 Norfolk Boulevard,31088,20835,31066,20902,712,4
213,1982-05-01,Female,68,345 George Street,75040,27057,55172,96779,629,3
410,1966-02-01,Female,60,72990 Second Drive,68372,23029,46956,94340,610,2
1685,1966-07-01,Male,61,5886 Ninth Boulevard,85260,36300,74012,93119,681,2
225,1987-03-01,Male,68,69080 Spruce Street,77019,20055,40887,50734,688,4
1210,1987-11-01,Male,65,6415 Sussex Lane,17847,16935,34531,60156,703,4
